,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_dropout_rate,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score
37,1.4919227957725525,0.026205777399835373,0.2550973892211914,0.18588085074124178,softmax,0.5,Adagrad,"{'activation': 'softmax', 'dropout_rate': 0.5, 'optimizer': 'Adagrad'}",0.7683333158493042,0.2566666603088379,0.7666666507720947,0.7483333349227905,0.6349999904632568,0.2185717506721193,484
38,1.8268524408340454,0.18530987047323852,0.17986208200454712,0.019575668355500942,softmax,0.5,Adadelta,"{'activation': 'softmax', 'dropout_rate': 0.5, 'optimizer': 'Adadelta'}",0.7683333158493042,0.7433333396911621,0.23333333432674408,0.7483333349227905,0.6233333311975002,0.2253608196193466,497
39,1.7108937501907349,0.17512654170109532,0.1496368646621704,0.0034701682516855223,softmax,0.5,Adam,"{'activation': 'softmax', 'dropout_rate': 0.5, 'optimizer': 'Adam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
40,1.5100188255310059,0.04490949977690679,0.14889651536941528,0.007509483123639592,softmax,0.5,Adamax,"{'activation': 'softmax', 'dropout_rate': 0.5, 'optimizer': 'Adamax'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
41,1.890523612499237,0.1809185215149093,0.13411003351211548,0.0029989426567039127,softmax,0.5,Nadam,"{'activation': 'softmax', 'dropout_rate': 0.5, 'optimizer': 'Nadam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
42,1.3095312118530273,0.016303139316397663,0.13338154554367065,0.005953026867018071,softmax,0.6,SGD,"{'activation': 'softmax', 'dropout_rate': 0.6, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
43,2.028071343898773,0.26779788407694266,0.17750853300094604,0.023436697775791264,softmax,0.6,RMSprop,"{'activation': 'softmax', 'dropout_rate': 0.6, 'optimizer': 'RMSprop'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
44,1.4858914017677307,0.1610408291084284,0.1352396011352539,0.003931266458688632,softmax,0.6,Adagrad,"{'activation': 'softmax', 'dropout_rate': 0.6, 'optimizer': 'Adagrad'}",0.2316666692495346,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.6224999986588955,0.2258148798125672,502
45,1.7911741137504578,0.1843279014049438,0.1796398162841797,0.02606589235406118,softmax,0.6,Adadelta,"{'activation': 'softmax', 'dropout_rate': 0.6, 'optimizer': 'Adadelta'}",0.7683333158493042,0.2566666603088379,0.23333333432674408,0.7483333349227905,0.5016666613519192,0.2568965391820489,537
46,1.6503050923347473,0.21177224042812154,0.13534587621688843,0.005315222964713611,softmax,0.6,Adam,"{'activation': 'softmax', 'dropout_rate': 0.6, 'optimizer': 'Adam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
47,1.3895921111106873,0.0005597772078411481,0.13183069229125977,0.001917039682039629,softmax,0.6,Adamax,"{'activation': 'softmax', 'dropout_rate': 0.6, 'optimizer': 'Adamax'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
48,2.3913034200668335,0.44961248379557583,0.1615893840789795,0.026801773645765515,softmax,0.6,Nadam,"{'activation': 'softmax', 'dropout_rate': 0.6, 'optimizer': 'Nadam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
49,1.3043352961540222,0.016244441297373367,0.13446760177612305,0.004980527989296196,softmax,0.7,SGD,"{'activation': 'softmax', 'dropout_rate': 0.7, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
50,1.5223536491394043,0.02491376818062983,0.134169340133667,0.00380267181596646,softmax,0.7,RMSprop,"{'activation': 'softmax', 'dropout_rate': 0.7, 'optimizer': 'RMSprop'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
51,1.6879777312278748,0.2353890216010402,0.26125723123550415,0.16241745426037832,softmax,0.7,Adagrad,"{'activation': 'softmax', 'dropout_rate': 0.7, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
52,1.4856112599372864,0.19893950416822312,0.1325722336769104,0.004558193719695483,softmax,0.7,Adadelta,"{'activation': 'softmax', 'dropout_rate': 0.7, 'optimizer': 'Adadelta'}",0.7683333158493042,0.2566666603088379,0.7666666507720947,0.2516666650772095,0.5108333230018616,0.25667342427624223,533
53,1.4547327756881714,0.01190970978838634,0.1359623670578003,0.007068755075955717,softmax,0.7,Adam,"{'activation': 'softmax', 'dropout_rate': 0.7, 'optimizer': 'Adam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
54,1.751074731349945,0.3822190687981394,0.16122812032699585,0.028784659335886,softmax,0.7,Adamax,"{'activation': 'softmax', 'dropout_rate': 0.7, 'optimizer': 'Adamax'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
55,2.001428782939911,0.3485229504338508,0.14759927988052368,0.03010934047826019,softmax,0.7,Nadam,"{'activation': 'softmax', 'dropout_rate': 0.7, 'optimizer': 'Nadam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
56,1.2967506647109985,0.013148303413814925,0.13099294900894165,0.0036296846102326055,softmax,0.8,SGD,"{'activation': 'softmax', 'dropout_rate': 0.8, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
57,1.6223345398902893,0.14374360496141422,0.13326120376586914,0.0029739065079780734,softmax,0.8,RMSprop,"{'activation': 'softmax', 'dropout_rate': 0.8, 'optimizer': 'RMSprop'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
58,1.5658527612686157,0.23500090176037708,0.17097169160842896,0.03551675479600282,softmax,0.8,Adagrad,"{'activation': 'softmax', 'dropout_rate': 0.8, 'optimizer': 'Adagrad'}",0.2316666692495346,0.7433333396911621,0.7666666507720947,0.2516666650772095,0.49833333119750023,0.25689653915788035,546
59,1.7209945321083069,0.2260873786018678,0.14498794078826904,0.02526912642845242,softmax,0.8,Adadelta,"{'activation': 'softmax', 'dropout_rate': 0.8, 'optimizer': 'Adadelta'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
60,1.459027886390686,0.008037484005215279,0.13202953338623047,0.0014643122564392823,softmax,0.8,Adam,"{'activation': 'softmax', 'dropout_rate': 0.8, 'optimizer': 'Adam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
61,1.4057586193084717,0.04210025548981322,0.1422119140625,0.008097774796007744,softmax,0.8,Adamax,"{'activation': 'softmax', 'dropout_rate': 0.8, 'optimizer': 'Adamax'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
62,2.448261857032776,0.39999586524914227,0.1771324872970581,0.022255179693232728,softmax,0.8,Nadam,"{'activation': 'softmax', 'dropout_rate': 0.8, 'optimizer': 'Nadam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
63,1.9090184569358826,0.05730397472323223,0.19649600982666016,0.005744533661210346,softmax,0.9,SGD,"{'activation': 'softmax', 'dropout_rate': 0.9, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
64,1.8026867508888245,0.20424091600921038,0.13975977897644043,0.0017191235669017295,softmax,0.9,RMSprop,"{'activation': 'softmax', 'dropout_rate': 0.9, 'optimizer': 'RMSprop'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
65,1.8243389129638672,0.18065072566581653,0.1886608600616455,0.0008573059530727617,softmax,0.9,Adagrad,"{'activation': 'softmax', 'dropout_rate': 0.9, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.2516666650772095,0.6324999928474426,0.2200962505641161,488
66,1.4646093249320984,0.05288013245877495,0.14023196697235107,0.00629783033782992,softmax,0.9,Adadelta,"{'activation': 'softmax', 'dropout_rate': 0.9, 'optimizer': 'Adadelta'}",0.2316666692495346,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.6224999986588955,0.2258148798125672,502
67,1.627739131450653,0.18557536148421505,0.1371697187423706,0.005218806685596455,softmax,0.9,Adam,"{'activation': 'softmax', 'dropout_rate': 0.9, 'optimizer': 'Adam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
68,1.5875561237335205,0.12045895117089653,0.15516895055770874,0.014857062488052861,softmax,0.9,Adamax,"{'activation': 'softmax', 'dropout_rate': 0.9, 'optimizer': 'Adamax'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
69,1.8278066515922546,0.019083673480904367,0.13512593507766724,0.003207512193639661,softmax,0.9,Nadam,"{'activation': 'softmax', 'dropout_rate': 0.9, 'optimizer': 'Nadam'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
70,1.8843846321105957,0.25341007199893134,0.18278241157531738,0.021564232577111087,softplus,0.0,SGD,"{'activation': 'softplus', 'dropout_rate': 0.0, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
71,1.7360390424728394,0.04592917190327729,0.14567768573760986,0.0013857119742324516,softplus,0.0,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.0, 'optimizer': 'RMSprop'}",0.7866666913032532,0.7400000095367432,0.7483333349227905,0.7633333206176758,0.7595833390951157,0.0177316082090622,247
72,1.4987213015556335,0.013635642323570852,0.14856481552124023,0.002259836104665538,softplus,0.0,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.0, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
73,1.612470030784607,0.13155948249747482,0.15042579174041748,0.006718904105635972,softplus,0.0,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.0, 'optimizer': 'Adadelta'}",0.7683333158493042,0.2566666603088379,0.7300000190734863,0.7483333349227905,0.6258333325386047,0.21356920792598563,495
74,2.1047290563583374,0.05696168418981988,0.19399619102478027,0.001590115076250802,softplus,0.0,Adam,"{'activation': 'softplus', 'dropout_rate': 0.0, 'optimizer': 'Adam'}",0.7883333563804626,0.753333330154419,0.7583333253860474,0.7733333110809326,0.7683333307504654,0.013693072643451773,139
75,1.8671163320541382,0.2246808214719496,0.1692746877670288,0.022939780002483343,softplus,0.0,Adamax,"{'activation': 'softplus', 'dropout_rate': 0.0, 'optimizer': 'Adamax'}",0.7883333563804626,0.7333333492279053,0.7616666555404663,0.7749999761581421,0.7645833343267441,0.02035705380461352,208
76,2.1427928805351257,0.1443466211766341,0.14638537168502808,0.00334739415213739,softplus,0.0,Nadam,"{'activation': 'softplus', 'dropout_rate': 0.0, 'optimizer': 'Nadam'}",0.7850000262260437,0.721666693687439,0.7749999761581421,0.7883333563804626,0.7675000131130219,0.02691292099485227,160
77,1.57840234041214,0.09417013931141575,0.15298020839691162,0.009934853455269727,softplus,0.1,SGD,"{'activation': 'softplus', 'dropout_rate': 0.1, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
78,1.8664793372154236,0.19234304630253665,0.1456599235534668,0.007803420081886554,softplus,0.1,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.1, 'optimizer': 'RMSprop'}",0.7766666412353516,0.75,0.7716666460037231,0.7866666913032532,0.771249994635582,0.0134047609723618,88
79,1.521465003490448,0.03279637949410037,0.14768749475479126,0.0026935827143354913,softplus,0.1,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.1, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
80,1.61735200881958,0.09541696226980836,0.16053467988967896,0.00953507316447698,softplus,0.1,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.1, 'optimizer': 'Adadelta'}",0.23499999940395355,0.2566666603088379,0.7666666507720947,0.34833332896232605,0.40166665986180305,0.2149838442347925,557
81,1.7291982769966125,0.1065139695039228,0.15596002340316772,0.00944025526324116,softplus,0.1,Adam,"{'activation': 'softplus', 'dropout_rate': 0.1, 'optimizer': 'Adam'}",0.7733333110809326,0.7250000238418579,0.7683333158493042,0.7766666412353516,0.7608333230018616,0.02089987374161561,239
82,1.5710988640785217,0.23329797698306332,0.13564181327819824,0.008185702357284165,softplus,0.1,Adamax,"{'activation': 'softplus', 'dropout_rate': 0.1, 'optimizer': 'Adamax'}",0.7883333563804626,0.7383333444595337,0.7683333158493042,0.7833333611488342,0.7695833444595337,0.01948557785592599,112
83,1.7893586158752441,0.02344333199792776,0.1338062286376953,0.003542425843807979,softplus,0.1,Nadam,"{'activation': 'softplus', 'dropout_rate': 0.1, 'optimizer': 'Nadam'}",0.7749999761581421,0.7416666746139526,0.7716666460037231,0.7799999713897705,0.7670833170413971,0.014971022575191398,177
84,1.2973632216453552,0.011989544391160494,0.22305333614349365,0.160366456612192,softplus,0.2,SGD,"{'activation': 'softplus', 'dropout_rate': 0.2, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
85,1.8253540992736816,0.2869754238004408,0.18744319677352905,0.04151162430763798,softplus,0.2,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.2, 'optimizer': 'RMSprop'}",0.7883333563804626,0.7316666841506958,0.7716666460037231,0.7916666865348816,0.7708333432674408,0.023848481243428043,89
86,1.6528352499008179,0.25248283942544647,0.15498429536819458,0.02952574643514415,softplus,0.2,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.2, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
87,1.6594032645225525,0.3807980795406948,0.1617584228515625,0.02905745189410585,softplus,0.2,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.2, 'optimizer': 'Adadelta'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.2516666650772095,0.6324999928474426,0.2200962505641161,488
88,1.7925617694854736,0.2155479064688142,0.1562424898147583,0.02204047693384173,softplus,0.2,Adam,"{'activation': 'softplus', 'dropout_rate': 0.2, 'optimizer': 'Adam'}",0.778333306312561,0.746666669845581,0.7649999856948853,0.7850000262260437,0.7687499970197678,0.014642738731407789,128
89,1.5335254669189453,0.12533832877964957,0.14043354988098145,0.007759050910140318,softplus,0.2,Adamax,"{'activation': 'softplus', 'dropout_rate': 0.2, 'optimizer': 'Adamax'}",0.7850000262260437,0.7383333444595337,0.7766666412353516,0.7683333158493042,0.7670833319425583,0.017613716182924115,170
90,2.227459192276001,0.20243381947629022,0.15834641456604004,0.02039784515943345,softplus,0.2,Nadam,"{'activation': 'softplus', 'dropout_rate': 0.2, 'optimizer': 'Nadam'}",0.7850000262260437,0.7433333396911621,0.7749999761581421,0.7699999809265137,0.7683333307504654,0.015411036425577654,139
91,1.4461323022842407,0.018871287249164044,0.14721298217773438,0.002045721918217859,softplus,0.3,SGD,"{'activation': 'softplus', 'dropout_rate': 0.3, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
92,1.8421267867088318,0.11574471313363459,0.1557798981666565,0.013963469129492154,softplus,0.3,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.3, 'optimizer': 'RMSprop'}",0.7816666960716248,0.75,0.7716666460037231,0.7900000214576721,0.773333340883255,0.014953642688830196,69
93,1.5721073150634766,0.15374617789906073,0.14664441347122192,0.0038832483118671135,softplus,0.3,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.3, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
94,1.6402755379676819,0.19829615370594678,0.14422941207885742,0.0026176739264261915,softplus,0.3,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.3, 'optimizer': 'Adadelta'}",0.7683333158493042,0.746666669845581,0.23333333432674408,0.7483333349227905,0.624166663736105,0.22580872917645278,496
95,1.7582662105560303,0.21313620962329205,0.1680641770362854,0.02112285049763552,softplus,0.3,Adam,"{'activation': 'softplus', 'dropout_rate': 0.3, 'optimizer': 'Adam'}",0.7850000262260437,0.7250000238418579,0.7616666555404663,0.7833333611488342,0.7637500166893005,0.024191799358903376,217
96,1.641482412815094,0.1827159313324277,0.1436062455177307,0.009998377705725555,softplus,0.3,Adamax,"{'activation': 'softplus', 'dropout_rate': 0.3, 'optimizer': 'Adamax'}",0.7866666913032532,0.7416666746139526,0.7699999809265137,0.7666666507720947,0.7662499994039536,0.01608894904603558,189
97,2.113678753376007,0.11221192377219726,0.14762991666793823,0.008185760838578755,softplus,0.3,Nadam,"{'activation': 'softplus', 'dropout_rate': 0.3, 'optimizer': 'Nadam'}",0.778333306312561,0.7350000143051147,0.7716666460037231,0.7683333158493042,0.7633333206176758,0.016749776728021047,223
98,1.468402922153473,0.04325068264463082,0.25766521692276,0.17551819638434624,softplus,0.4,SGD,"{'activation': 'softplus', 'dropout_rate': 0.4, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
99,2.131065845489502,0.14705733722332423,0.18694627285003662,0.026188988403304646,softplus,0.4,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.4, 'optimizer': 'RMSprop'}",0.778333306312561,0.75,0.7649999856948853,0.7733333110809326,0.7666666507720947,0.0107367386995759,187
100,1.3437215685844421,0.02047544497308358,0.1322680115699768,0.004907124266117631,softplus,0.4,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.4, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
101,1.4517848491668701,0.16146258778553946,0.13203155994415283,0.006887679579487956,softplus,0.4,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.4, 'optimizer': 'Adadelta'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
102,2.0035807490348816,0.17602621636359123,0.1829339861869812,0.02158088286279689,softplus,0.4,Adam,"{'activation': 'softplus', 'dropout_rate': 0.4, 'optimizer': 'Adam'}",0.7816666960716248,0.7483333349227905,0.7566666603088379,0.778333306312561,0.7662499994039536,0.01411141467335156,189
103,1.7667036056518555,0.15872203383651465,0.17175912857055664,0.014843417066367688,softplus,0.4,Adamax,"{'activation': 'softplus', 'dropout_rate': 0.4, 'optimizer': 'Adamax'}",0.7799999713897705,0.746666669845581,0.7716666460037231,0.7699999809265137,0.7670833170413971,0.012381369823947358,177
104,2.5499687790870667,0.09250021208582593,0.17649048566818237,0.021741732201185325,softplus,0.4,Nadam,"{'activation': 'softplus', 'dropout_rate': 0.4, 'optimizer': 'Nadam'}",0.7900000214576721,0.7300000190734863,0.7749999761581421,0.7833333611488342,0.7695833444595337,0.023463179698084556,112
105,1.884691059589386,0.01435508391151909,0.19501155614852905,0.006477515090296447,softplus,0.5,SGD,"{'activation': 'softplus', 'dropout_rate': 0.5, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
106,1.811957061290741,0.1554924251187071,0.14878398180007935,0.0022776147537255506,softplus,0.5,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.5, 'optimizer': 'RMSprop'}",0.7916666865348816,0.7433333396911621,0.7699999809265137,0.7866666913032532,0.7729166746139526,0.018869994125670555,70
107,1.969129741191864,0.11950272699846838,0.1850956678390503,0.023607744554894946,softplus,0.5,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.5, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
108,1.5477113723754883,0.013690824151994147,0.1494508981704712,0.002173537281681472,softplus,0.5,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.5, 'optimizer': 'Adadelta'}",0.7683333158493042,0.7433333396911621,0.23333333432674408,0.7483333349227905,0.6233333311975002,0.2253608196193466,497
109,1.6120830178260803,0.003635020276239374,0.15035861730575562,0.003525116389770827,softplus,0.5,Adam,"{'activation': 'softplus', 'dropout_rate': 0.5, 'optimizer': 'Adam'}",0.7850000262260437,0.7433333396911621,0.7683333158493042,0.7866666913032532,0.7708333432674408,0.017420463181697474,89
110,1.6373286843299866,0.18845409848431835,0.1650857925415039,0.02876589570164406,softplus,0.5,Adamax,"{'activation': 'softplus', 'dropout_rate': 0.5, 'optimizer': 'Adamax'}",0.7749999761581421,0.7483333349227905,0.7666666507720947,0.7633333206176758,0.7633333206176758,0.009646521552676568,223
111,2.429783344268799,0.30663597422865374,0.16573750972747803,0.023911557110295804,softplus,0.5,Nadam,"{'activation': 'softplus', 'dropout_rate': 0.5, 'optimizer': 'Nadam'}",0.7850000262260437,0.7516666650772095,0.7649999856948853,0.7716666460037231,0.7683333307504654,0.012018513454010348,139
112,1.4622925519943237,0.02332473850082096,0.2426999807357788,0.1671331505151018,softplus,0.6,SGD,"{'activation': 'softplus', 'dropout_rate': 0.6, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
113,1.7038309574127197,0.017791130079652717,0.14787530899047852,0.0010880834287042348,softplus,0.6,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.6, 'optimizer': 'RMSprop'}",0.7799999713897705,0.746666669845581,0.7683333158493042,0.7549999952316284,0.762499988079071,0.01272026913772258,227
114,1.478165090084076,0.020196658038421005,0.14706742763519287,0.0021878195373491813,softplus,0.6,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.6, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
115,1.7324520349502563,0.33989248355918783,0.16316121816635132,0.015722021619722325,softplus,0.6,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.6, 'optimizer': 'Adadelta'}",0.7683333158493042,0.2566666603088379,0.7666666507720947,0.2516666650772095,0.5108333230018616,0.25667342427624223,533
116,2.090571343898773,0.0017295521041866108,0.1919613480567932,0.0011975729555022384,softplus,0.6,Adam,"{'activation': 'softplus', 'dropout_rate': 0.6, 'optimizer': 'Adam'}",0.7866666913032532,0.75,0.7683333158493042,0.7516666650772095,0.7641666680574417,0.014837086626415603,212
117,1.7380419373512268,0.209790489353643,0.1591266393661499,0.01752889109725704,softplus,0.6,Adamax,"{'activation': 'softplus', 'dropout_rate': 0.6, 'optimizer': 'Adamax'}",0.7716666460037231,0.7433333396911621,0.7649999856948853,0.7483333349227905,0.7570833265781403,0.011629393690129398,270
118,2.505890369415283,0.39389165705244866,0.16975444555282593,0.020980112108988275,softplus,0.6,Nadam,"{'activation': 'softplus', 'dropout_rate': 0.6, 'optimizer': 'Nadam'}",0.7866666913032532,0.7433333396911621,0.7749999761581421,0.7416666746139526,0.7616666704416275,0.019614337446908138,231
119,1.4412214159965515,0.008279658899782842,0.15286785364151,0.007605831786820105,softplus,0.7,SGD,"{'activation': 'softplus', 'dropout_rate': 0.7, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
120,1.735485553741455,0.010529979443304386,0.14809495210647583,0.001779456230787612,softplus,0.7,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.7, 'optimizer': 'RMSprop'}",0.7833333611488342,0.7450000047683716,0.7699999809265137,0.7683333158493042,0.7666666656732559,0.013794125980193783,181
121,1.5993525385856628,0.16201630413468446,0.1499558687210083,0.0033614830294970547,softplus,0.7,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.7, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
122,1.92019385099411,0.08767251867698149,0.17894244194030762,0.01904573557478441,softplus,0.7,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.7, 'optimizer': 'Adadelta'}",0.4283333420753479,0.3733333349227905,0.7666666507720947,0.2516666650772095,0.45499999821186066,0.1909588313773561,556
123,1.6172666549682617,0.007874769117918014,0.15383708477020264,0.006800921258887844,softplus,0.7,Adam,"{'activation': 'softplus', 'dropout_rate': 0.7, 'optimizer': 'Adam'}",0.7816666960716248,0.7450000047683716,0.7699999809265137,0.7483333349227905,0.7612500041723251,0.01520120247250304,234
124,1.6804041266441345,0.17810244096429184,0.14928501844406128,0.0009671150770162653,softplus,0.7,Adamax,"{'activation': 'softplus', 'dropout_rate': 0.7, 'optimizer': 'Adamax'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
125,2.108351230621338,0.16870458688861803,0.15830540657043457,0.018774905448533896,softplus,0.7,Nadam,"{'activation': 'softplus', 'dropout_rate': 0.7, 'optimizer': 'Nadam'}",0.7683333158493042,0.7433333396911621,0.7799999713897705,0.7483333349227905,0.7599999904632568,0.014860447911398154,242
126,1.7441545724868774,0.17489801297008245,0.2718645930290222,0.16542005000276658,softplus,0.8,SGD,"{'activation': 'softplus', 'dropout_rate': 0.8, 'optimizer': 'SGD'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
127,1.901930332183838,0.2295291515666701,0.16842865943908691,0.02250010442113633,softplus,0.8,RMSprop,"{'activation': 'softplus', 'dropout_rate': 0.8, 'optimizer': 'RMSprop'}",0.7716666460037231,0.7483333349227905,0.7716666460037231,0.7450000047683716,0.7591666579246521,0.012555420670639158,250
128,1.6681548357009888,0.21808878669241155,0.1608947515487671,0.01816038859820747,softplus,0.8,Adagrad,"{'activation': 'softplus', 'dropout_rate': 0.8, 'optimizer': 'Adagrad'}",0.7683333158493042,0.7433333396911621,0.7666666507720947,0.7483333349227905,0.7566666603088379,0.010992411148703914,276
129,1.6293835043907166,0.16958238761780794,0.14944738149642944,0.0033598655661816555,softplus,0.8,Adadelta,"{'activation': 'softplus', 'dropout_rate': 0.8, 'optimizer': 'Adadelta'}",0.7683333158493042,0.7433333396911621,0.2633333206176758,0.7483333349227905,0.6308333277702332,0.2123823240890909,491
